名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
乐乎酒吧,体育休闲服务,娱乐场所,酒吧,塘学路与塘尾新园四巷交叉口西150米,广东省,深圳市,宝安区,113.8970186,22.75484747
碧中海KTV,体育休闲服务,娱乐场所,KTV,公明街道办东坑社区东坑市场48号48楼68号,广东省,深圳市,宝安区,113.9111366,22.75703834
好声音KTV(东茂路),体育休闲服务,娱乐场所,KTV,东发路与东茂路交叉口西南50米,广东省,深圳市,宝安区,113.9125965,22.7588708
乌托邦音乐清吧,体育休闲服务,娱乐场所,酒吧,虎门镇步行街金逸电影院后怡景茶世界A栋113铺,广东省,深圳市,宝安区,113.9363264,22.75687439
热点音乐酒吧,体育休闲服务,娱乐场所,酒吧,黎光工业路114号附近,广东省,深圳市,龙华区,114.0227641,22.75907251
梦秀音乐氧吧量贩式KTV,体育休闲服务,娱乐场所,KTV,黎光工业路与黎康路交叉口东150米,广东省,深圳市,龙华区,114.0285469,22.75650996
音乐天地KTV,体育休闲服务,娱乐场所,KTV,金光大道与黎光工业路交叉口东200米,广东省,深圳市,龙华区,114.0289112,22.75671796
兰桂坊KTV,体育休闲服务,娱乐场所,KTV,黎光工业路与黎康路交叉口东南200米,广东省,深圳市,龙华区,114.0289462,22.75585814
日之新棋牌室,体育休闲服务,娱乐场所,娱乐场所,富民路,广东省,深圳市,龙岗区,114.2420129,22.75261503
流浪音乐酒吧,体育休闲服务,娱乐场所,酒吧,清水路75号附近,广东省,深圳市,龙岗区,114.2457574,22.75285411
五联瓦窑坑村老人活动室,体育休闲服务,娱乐场所,娱乐场所,齐心路78号附近,广东省,深圳市,龙岗区,114.2376841,22.75599015
帝旺源休闲会所,体育休闲服务,娱乐场所,娱乐场所|生活服务,龙城街道龙西社区第三工业区59栋2楼(龙西桥公交站台),广东省,深圳市,龙岗区,114.2474325,22.75095659
百乐门国际俱乐部,体育休闲服务,娱乐场所,娱乐场所,铂丽金大酒店3层,广东省,深圳市,宝安区,113.7820285,22.74420721
世纪酷歌KTV,体育休闲服务,娱乐场所,KTV,沙井西部客运站南侧二楼,广东省,深圳市,宝安区,113.7802782,22.74257351
日不落量贩式KTV(蚝乡路),体育休闲服务,娱乐场所,KTV,沙井民主村蚝乡路,广东省,深圳市,宝安区,113.782753,22.74378727
鼎极酒吧(帝堂路),体育休闲服务,娱乐场所,酒吧,西沙路40-2号,广东省,深圳市,宝安区,113.7852379,22.74787435
鼎极休闲练歌房,体育休闲服务,娱乐场所,KTV,帝堂路与西沙路交叉口西南50米,广东省,深圳市,宝安区,113.7852559,22.74816329
金钻量贩式KTV(帝堂路),体育休闲服务,娱乐场所,KTV,帝堂路138-2(沙四科技园公交站对面),广东省,深圳市,宝安区,113.7861478,22.74863337
钱柜纯k(沙三总店),体育休闲服务,娱乐场所,KTV,沙井街道蚝乡路12号联诚购物广场3楼,广东省,深圳市,宝安区,113.7849135,22.74401607
新时代酒吧,体育休闲服务,娱乐场所,酒吧,沙井镇步涌合家欢,广东省,深圳市,宝安区,113.785791,22.74868986
K钻量贩式KTV(沙井店),体育休闲服务,娱乐场所,KTV,帝堂路35号永辉超市4楼,广东省,深圳市,宝安区,113.7992449,22.74723298
湾仔酒吧,体育休闲服务,娱乐场所,酒吧,沙井镇西环路(沙三段)永辉大厦2楼,广东省,深圳市,宝安区,113.7964842,22.74736638
穿越帝国KTV,体育休闲服务,娱乐场所,KTV,沙井街道北环大道大埔二路1号(近新东源酒店),广东省,深圳市,宝安区,113.8141309,22.74954977
金麦浪量贩式KTV,体育休闲服务,娱乐场所,KTV,沙井街道北环大道大埔二路1号(新东源酒店),广东省,深圳市,宝安区,113.8144708,22.74945543
中亚硅谷乐营派对酒吧,体育休闲服务,娱乐场所,酒吧,壆岗路62号,广东省,深圳市,宝安区,113.8158014,22.74834425
君爵,体育休闲服务,娱乐场所,娱乐场所,环镇路辛养大厦2层,广东省,深圳市,宝安区,113.8065916,22.74208325
蓝爵多彩扎啤广场,体育休闲服务,娱乐场所,娱乐场所,沙井新桥第三工业区新和大道19-1号,广东省,深圳市,宝安区,113.835279,22.74293441
皇后酒吧(广深公路辅路),体育休闲服务,娱乐场所,酒吧,松岗广深公路107国道旁松岗路段24号,广东省,深圳市,宝安区,113.8426738,22.74865392
金莎娱乐(观澜店),体育休闲服务,娱乐场所,KTV,志扬商居楼3层,广东省,深圳市,龙华区,114.0102411,22.74620409
新超越量贩式KTV,体育休闲服务,娱乐场所,KTV,观澜章阁社区志扬大道12栋万联购物广场对面,广东省,深圳市,龙华区,114.0112297,22.74540443
呼啦啦量贩KTV(观澜店),体育休闲服务,娱乐场所,KTV,福前路397-7附近,广东省,深圳市,龙华区,114.0139491,22.7464222
环球量贩式KTV,体育休闲服务,娱乐场所,KTV,观澜章阁村天富商贸城(近亿百家购物广场)天富商贸城1层,广东省,深圳市,龙华区,114.0125076,22.74654435
蓝郁酒吧,体育休闲服务,娱乐场所,酒吧,桂月路南150米,广东省,深圳市,龙华区,114.0163704,22.74704906
新籁量贩式KTV,体育休闲服务,娱乐场所,KTV,桂月路460号附近,广东省,深圳市,龙华区,114.0191278,22.74981642
Ourdate(约会)娱乐空间,体育休闲服务,娱乐场所,娱乐场所,章阁村星河工业园观兰镇B栋,广东省,深圳市,龙华区,114.0166467,22.74835887
京泉华酒吧,体育休闲服务,娱乐场所,酒吧,桂月路与泗黎路交叉口西北100米,广东省,深圳市,龙华区,114.0293797,22.75017578
山水缘,体育休闲服务,娱乐场所,娱乐场所,观澜街道办库坑陂新村2号瑞康百货2层,广东省,深圳市,龙华区,114.0291801,22.74959547
盛世飞歌量贩式KTV(桂月路),体育休闲服务,娱乐场所,KTV,桂月路21-5号附近,广东省,深圳市,龙华区,114.050083,22.74921182
豪尊夜总会,体育休闲服务,娱乐场所,夜总会,裕新路106号2-3层,广东省,深圳市,龙华区,114.0885958,22.74183158
豪尊KTV,体育休闲服务,娱乐场所,KTV,观澜大水田社区裕新路106号2层,广东省,深圳市,龙华区,114.0875773,22.74270454
爱上bar,体育休闲服务,娱乐场所,酒吧,将军帽路西6号附近,广东省,深圳市,龙岗区,114.225266,22.74822927
五联社区文体活动中心,体育休闲服务,娱乐场所,娱乐场所,五联社区连心路79号,广东省,深圳市,龙岗区,114.2212329,22.7503554
畅游天地量贩KTV(五联店),体育休闲服务,娱乐场所,KTV,五联友谊路6号,广东省,深圳市,龙岗区,114.2296739,22.74848906
同心娱乐场,体育休闲服务,娱乐场所,娱乐场所,五联综合市场,广东省,深圳市,龙岗区,114.2292624,22.7485568
百乐纯K量贩式KTV,体育休闲服务,娱乐场所,KTV,龙西中路123号,广东省,深圳市,龙岗区,114.2442158,22.74795561
龙西社区青年中心,体育休闲服务,娱乐场所,娱乐场所,龙西中路169号附近,广东省,深圳市,龙岗区,114.2431499,22.75006492
百富城俱乐部,体育休闲服务,娱乐场所,KTV,龙岗街道龙新大道百富城一区二楼(近建材市场),广东省,深圳市,龙岗区,114.256366,22.74139414
星景城KTV,体育休闲服务,娱乐场所,KTV,新城路与碧新路交叉口南100米,广东省,深圳市,龙岗区,114.2602139,22.74737342
星河盛世,体育休闲服务,娱乐场所,KTV,碧新路2332-1号,广东省,深圳市,龙岗区,114.2586681,22.74316453
星景诚会所,体育休闲服务,娱乐场所,娱乐场所,龙岗街道碧新路2415号(龙岗段),广东省,深圳市,龙岗区,114.2594188,22.74817062
V派酒吧,体育休闲服务,娱乐场所,酒吧,龙岗街道碧新路2332号天地人合酒店下面,广东省,深圳市,龙岗区,114.2585901,22.7430346
维派酒吧,体育休闲服务,娱乐场所,酒吧,碧新路,广东省,深圳市,龙岗区,114.2584261,22.74314665
云天海酒店娱乐会所,体育休闲服务,娱乐场所,KTV,碧新路2330号,广东省,深圳市,龙岗区,114.2583292,22.74251489
唯派,体育休闲服务,娱乐场所,KTV,碧新路2322-1号,广东省,深圳市,龙岗区,114.2586941,22.74322949
玫瑰情缘酒吧,体育休闲服务,娱乐场所,酒吧,龙岗街道新生路丽湾酒店西北50米,广东省,深圳市,龙岗区,114.2754965,22.74293194
丽豪,体育休闲服务,娱乐场所,娱乐场所,龙岗街道新生路丽湾酒店3层,广东省,深圳市,龙岗区,114.27646,22.74225008
雅豪TT酒吧,体育休闲服务,娱乐场所,酒吧,龙岗街道新生路丽湾酒店西北50米,广东省,深圳市,龙岗区,114.2753836,22.74299205
夜之廊Bar,体育休闲服务,娱乐场所,酒吧,杨田路116号附近,广东省,深圳市,龙岗区,114.2667082,22.74377004
丽湾酒店大堂酒吧,体育休闲服务,娱乐场所,酒吧,中心城新生路1号丽湾酒店,广东省,深圳市,龙岗区,114.2764929,22.74257894
玫瑰情缘舞吧,体育休闲服务,娱乐场所,迪厅,新生社区新生路60号,广东省,深圳市,龙岗区,114.2754705,22.74298596
丽湾酒店KTV,体育休闲服务,娱乐场所,KTV,新生路1号丽湾酒店3层,广东省,深圳市,龙岗区,114.2768038,22.74214872
鼎极KTV(新梓路),体育休闲服务,娱乐场所,KTV,梓兴路126号多加福步行街后门,广东省,深圳市,坪山区,114.3699023,22.74660796
ET酒吧,体育休闲服务,娱乐场所,酒吧,新梓路8号1楼,广东省,深圳市,坪山区,114.3696285,22.7461344
欢乐唱量贩KTV,体育休闲服务,娱乐场所,KTV,坪山新区坑梓街道林立商业城3层,广东省,深圳市,坪山区,114.3697284,22.74612429
鼎级168酒吧,体育休闲服务,娱乐场所,酒吧,坪山新区新梓路六号,广东省,深圳市,坪山区,114.3698123,22.74656207
星时空KTV(坑梓店),体育休闲服务,娱乐场所,KTV,坪山区区坪山新区坑梓人民路南天大新百货6楼,广东省,深圳市,坪山区,114.3681395,22.74681686
鼎极酒吧,体育休闲服务,娱乐场所,酒吧,多加福步行街与新梓路交叉口东北50米,广东省,深圳市,坪山区,114.3698203,22.74653407
新歌纯k量贩式KTV(坑梓店),体育休闲服务,娱乐场所,KTV,坪山新区坑梓街道新东路35号3层,广东省,深圳市,坪山区,114.3753959,22.7493357
酷歌休闲酒吧KTV,体育休闲服务,娱乐场所,酒吧,吉祥路与梓荣路交叉口北50米,广东省,深圳市,坪山区,114.3671174,22.74459571
城罄BAR,体育休闲服务,娱乐场所,酒吧,城兴路40号附近,广东省,深圳市,坪山区,114.3683467,22.74119031
新豪佳酒吧,体育休闲服务,娱乐场所,酒吧,宝发路幸福时光旁,广东省,深圳市,坪山区,114.3770381,22.750284
凯旋国际俱乐部,体育休闲服务,娱乐场所,娱乐场所,沙井西环路2109号,广东省,深圳市,宝安区,113.7949464,22.73462369
Brother Bar,体育休闲服务,娱乐场所,酒吧,下冲路116号附近,广东省,深圳市,宝安区,113.7939869,22.73770827
皇子派对KTV,体育休闲服务,娱乐场所,KTV,沙井街道西环路2105号新沙天虹购物中心,广东省,深圳市,宝安区,113.7953685,22.73356567
红迪量贩式KTV(沙井民主店),体育休闲服务,娱乐场所,KTV,沙井街道民主大道濠景城东座1-4层之二楼,广东省,深圳市,宝安区,113.787843,22.73927957
富源K歌休闲,体育休闲服务,娱乐场所,KTV,西环路30号,广东省,深圳市,宝安区,113.7961592,22.7350705
K钻量贩式KTV(宝安店),体育休闲服务,娱乐场所,KTV,沙井西环路,广东省,深圳市,宝安区,113.7962496,22.73286929
VERTU CLUB,体育休闲服务,娱乐场所,酒吧,沙井路168号京基100纳广场F1(沙井京基百纳广场),广东省,深圳市,宝安区,113.8002333,22.73166623
威图酒吧(京基百纳广场沙井店),体育休闲服务,娱乐场所,酒吧,沙井路与创新路交汇处京基百纳广场1层L144,广东省,深圳市,宝安区,113.8005822,22.73148088
DISCO SHOW扎啤城,体育休闲服务,娱乐场所,酒吧,新沙路405附近,广东省,深圳市,宝安区,113.7979695,22.73658502
美图酒吧,体育休闲服务,娱乐场所,酒吧,新沙路与石边路交叉口南50米,广东省,深圳市,宝安区,113.8050141,22.73508551
世纪酷歌量贩式KTV,体育休闲服务,娱乐场所,KTV,新沙路196号附近,广东省,深圳市,宝安区,113.8058011,22.73525486
MUSE(沙井店),体育休闲服务,娱乐场所,酒吧,沙井新沙路卓越时代广场首层,广东省,深圳市,宝安区,113.7969532,22.73387714
天天伴侣club,体育休闲服务,娱乐场所,KTV,东塘街194号附近,广东省,深圳市,宝安区,113.8048815,22.73874421
宝石酒吧,体育休闲服务,娱乐场所,酒吧,新沙路卓越时代广场1层大门右侧11号,广东省,深圳市,宝安区,113.7965101,22.73379644
花园酒吧,体育休闲服务,娱乐场所,酒吧,京基百纳一楼(南门),广东省,深圳市,宝安区,113.8010263,22.73077184
深度酒吧,体育休闲服务,娱乐场所,酒吧,沙井街道新沙路万科翡丽郡一期二楼2019-2020铺,广东省,深圳市,宝安区,113.8090173,22.73578148
DINO音乐酒吧,体育休闲服务,娱乐场所,酒吧,新沙路万科翡丽郡1期,广东省,深圳市,宝安区,113.809656,22.73568367
ONE酒吧,体育休闲服务,娱乐场所,酒吧,新园路6号,广东省,深圳市,宝安区,113.8117447,22.73250641
金沙K歌休闲,体育休闲服务,娱乐场所,KTV,环镇路39号,广东省,深圳市,宝安区,113.8074081,22.73703521
电玩机,体育休闲服务,娱乐场所,娱乐场所,新沙路448号西荟城购物广场F1,广东省,深圳市,宝安区,113.8121897,22.7346826
金港城休闲会所,体育休闲服务,娱乐场所,娱乐场所,沙井镇博岗岗背路65号,广东省,深圳市,宝安区,113.8146464,22.73216388
日月颂量贩式KTV,体育休闲服务,娱乐场所,KTV,新沙路与中心路交汇处缤纷时代广场4楼,广东省,深圳市,宝安区,113.8216842,22.73181621
帅歌主题KTV,体育休闲服务,娱乐场所,KTV,沙井街道中心路新福大厦3层,广东省,深圳市,宝安区,113.8252013,22.73796507
苏荷酒吧(新福大厦店),体育休闲服务,娱乐场所,酒吧,中心路163附近,广东省,深圳市,宝安区,113.8252133,22.738262
星铂汇商务KTV量贩,体育休闲服务,娱乐场所,KTV,沙井镇中心路时代中心B座星铂酒店2层,广东省,深圳市,宝安区,113.8248267,22.73223503
一米月光,体育休闲服务,娱乐场所,酒吧,沙井宝安大道禧园商铺1栋132号,广东省,深圳市,宝安区,113.8221414,22.73300473
世纪阳光KTV(沙井店),体育休闲服务,娱乐场所,KTV,沙井街道中心路胜高酒店2-3楼,广东省,深圳市,宝安区,113.8251934,22.73651048
深圳星铂酒店-酒吧,体育休闲服务,娱乐场所,酒吧,沙井中心路时代中心B座,广东省,深圳市,宝安区,113.8248086,22.73252191
假日天地会所,体育休闲服务,娱乐场所,KTV,沙井街道中心路新福大厦,广东省,深圳市,宝安区,113.8252013,22.73838494
丫丫真人密室逃脱,体育休闲服务,娱乐场所,娱乐场所,华丰锦源商务大厦6层,广东省,深圳市,宝安区,113.8211137,22.73204206
酷儿悦亲子乐园(百佳华沙井店),体育休闲服务,娱乐场所,娱乐场所,沙井镇新沙路276号百佳华(沙井店)5F层,广东省,深圳市,宝安区,113.8201421,22.73165434
热血兵族户外拓展特训营,体育休闲服务,娱乐场所,娱乐场所,沙井街道坣岗觉园南2巷11号,广东省,深圳市,宝安区,113.8167678,22.73519297
皇朝夜色俱乐部,体育休闲服务,娱乐场所,酒吧,沙井新沙路亿康广场3层,广东省,深圳市,宝安区,113.8166147,22.73095991
公仔机(百佳华沙井店),体育休闲服务,娱乐场所,娱乐场所,沙井镇新沙路276号百佳华(沙井店)2F层,广东省,深圳市,宝安区,113.8199947,22.73149911
星城休闲会所,体育休闲服务,娱乐场所,KTV|生活服务,沙井镇上星村新沙路星城大厦1层,广东省,深圳市,宝安区,113.8313703,22.73158251
龙涛阁KTV俱乐部,体育休闲服务,娱乐场所,KTV,新沙路153号龙涛阁商务酒店2层,广东省,深圳市,宝安区,113.828653,22.73160942
乐点量贩式KTV(新桥店),体育休闲服务,娱乐场所,KTV,沙井街道新桥北环路73号华商商务宾馆2层(长丰酒店对面),广东省,深圳市,宝安区,113.8363231,22.73715003
星钻KTV,体育休闲服务,娱乐场所,KTV,沙井街道新沙路153号龙涛阁商务酒店3-5层,广东省,深圳市,宝安区,113.8286841,22.7315215
沙都KTV(沙井新沙店),体育休闲服务,娱乐场所,KTV,新沙路159号沙都商务酒店2-4层,广东省,深圳市,宝安区,113.8293058,22.73157965
星城K歌沐足,体育休闲服务,娱乐场所,KTV,上星村星城国际休闲会所,广东省,深圳市,宝安区,113.8313984,22.73148159
金凤凰夜总会(北环路),体育休闲服务,娱乐场所,夜总会,长丰酒店旁边,广东省,深圳市,宝安区,113.8369648,22.73742011
