名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
游乐设施,体育休闲服务,休闲场所,游乐场,石岩街道宝石南路78号岁宝百货F2,广东省,深圳市,宝安区,113.9249855,22.67786386
星辰网络会所(石岩新村二巷),体育休闲服务,娱乐场所,网吧,石岩街道石新社区青年西路4号2楼,广东省,深圳市,宝安区,113.9208937,22.67708779
开心岛游乐场,体育休闲服务,休闲场所,游乐场,石岩街道宝石南路78号岁宝百货F1,广东省,深圳市,宝安区,113.9247037,22.67767925
光速网络(石岩新村二巷),体育休闲服务,娱乐场所,网吧,石岩新村20栋1楼,广东省,深圳市,宝安区,113.9205189,22.6774491
友唱,体育休闲服务,休闲场所,游乐场,石岩街道宝石南路78号岁宝百货F2,广东省,深圳市,宝安区,113.9250345,22.67782281
鹏发网吧联盟,体育休闲服务,娱乐场所,网吧,青年路68号附近,广东省,深圳市,宝安区,113.9195603,22.67716616
咪哒,体育休闲服务,休闲场所,游乐场,石岩街道宝石南路78号岁宝百货F1,广东省,深圳市,宝安区,113.9250514,22.67783878
蓝鲸网吧,体育休闲服务,娱乐场所,网吧,石岩新村73栋一楼,广东省,深圳市,宝安区,113.9203799,22.67798113
浪潮网咖,体育休闲服务,娱乐场所,网吧,石岩街道石岩新村92栋,广东省,深圳市,宝安区,113.9205528,22.67833486
怒马网咖,体育休闲服务,娱乐场所,网吧,S359(宝石南路),广东省,深圳市,宝安区,113.9240361,22.67792801
星星游乐城(岁宝百货石岩店),体育休闲服务,休闲场所,游乐场|体育休闲服务,石岩街道浪心社区宝石南路岁宝百货(石岩店)4F层,广东省,深圳市,宝安区,113.9250505,22.67771481
前卫网咖,体育休闲服务,娱乐场所,网吧,石岩街道宝石南104号三楼,广东省,深圳市,宝安区,113.9263245,22.67880393
兄弟网游会所,体育休闲服务,娱乐场所,网吧,黄峰岭工业区2巷6号,广东省,深圳市,宝安区,113.9249289,22.67219722
极速上网(罗租工业大道),体育休闲服务,娱乐场所,网吧,罗租工业大道139号附近,广东省,深圳市,宝安区,113.9254665,22.67272442
火龙网吧,体育休闲服务,娱乐场所,网吧,石岩街道浪心西村二巷7号,广东省,深圳市,宝安区,113.925596,22.67931075
千顺网咖,体育休闲服务,娱乐场所,网吧,罗租大道中新村三巷2号馨庭苑2楼,广东省,深圳市,宝安区,113.9315945,22.6750073
升速网络,体育休闲服务,娱乐场所,网吧,罗租大道44号301,广东省,深圳市,宝安区,113.9305864,22.6760036
精英网络,体育休闲服务,娱乐场所,网吧,石岩罗租老村10区5号,广东省,深圳市,宝安区,113.9303705,22.67640683
百佳华商场游乐场,体育休闲服务,休闲场所,游乐场,石岩大道佳华豪苑内百佳华商场B1层,广东省,深圳市,宝安区,113.9339049,22.67988453
海韵网吧,体育休闲服务,娱乐场所,网吧,合昌路30号,广东省,深圳市,宝安区,113.9325616,22.67441894
飞翔网络(中新村店),体育休闲服务,娱乐场所,网吧,石岩镇罗租中新村十四巷五号,广东省,深圳市,宝安区,113.9305465,22.67471995
水木时空,体育休闲服务,娱乐场所,网吧,罗租大道31号,广东省,深圳市,宝安区,113.929868,22.67514486
畅享网咖,体育休闲服务,娱乐场所,网吧,石岩街道罗租大道65号二楼,广东省,深圳市,宝安区,113.9296422,22.67628293
极速网络,体育休闲服务,娱乐场所,网吧,罗租大道与罗租工业大道交叉口西北50米,广东省,深圳市,宝安区,113.9282292,22.67723172
BOSS网咖(浪心店),体育休闲服务,娱乐场所,网吧,石岩河滨南路84号雅怡酒店2层,广东省,深圳市,宝安区,113.9314563,22.68050825
深圳市索发科技有限公司,体育休闲服务,娱乐场所,网吧|公司企业,吉祥路与石岩大道交叉口西北50米,广东省,深圳市,宝安区,113.9344655,22.6777461
鑫基网络,体育休闲服务,娱乐场所,网吧,罗租中新村九巷五号,广东省,深圳市,宝安区,113.9278225,22.67752721
情缘网络,体育休闲服务,娱乐场所,网吧,罗租大道141号附近,广东省,深圳市,宝安区,113.9269762,22.67631664
聚缘网络(公园路),体育休闲服务,娱乐场所,网吧,宝石南路德安商行旁,广东省,深圳市,宝安区,113.928442,22.67853612
蓝天网络,体育休闲服务,娱乐场所,网吧,罗租大道121号,广东省,深圳市,宝安区,113.9280214,22.67784287
风云网络会所(罗租工业大道),体育休闲服务,娱乐场所,网吧,罗租中新村17巷2号,广东省,深圳市,宝安区,113.9274589,22.67548918
台球棋牌室,体育休闲服务,娱乐场所,棋牌室,公园路与宝石南路交叉口北100米,广东省,深圳市,宝安区,113.9266912,22.68003416
梦诺轩网络,体育休闲服务,娱乐场所,网吧,河滨南路与黎光中四巷交叉口南50米,广东省,深圳市,宝安区,113.9377986,22.67903807
鑫基网吧(河滨南路店),体育休闲服务,娱乐场所,网吧,石岩河南路81号,广东省,深圳市,宝安区,113.940612,22.68002166
休闲网络,体育休闲服务,娱乐场所,网吧,新风路与河北路交叉口东南100米,广东省,深圳市,宝安区,113.9406459,22.68064445
晨阳网吧,体育休闲服务,娱乐场所,网吧,华兴路白云山新村壹加壹百货,广东省,深圳市,龙华区,113.970906,22.67686681
快速网吧,体育休闲服务,娱乐场所,网吧,白云山新村81号,广东省,深圳市,龙华区,113.9706057,22.67681566
网络出租屋DLB016,体育休闲服务,娱乐场所,网吧,羊台山高架桥,广东省,深圳市,龙华区,113.9808096,22.67561152
网络出租屋DLC075,体育休闲服务,娱乐场所,网吧,S359(布龙公路),广东省,深圳市,龙华区,113.9821882,22.67562943
夜店网咖,体育休闲服务,娱乐场所,网吧,大浪街道办华兴路富裕新村83栋,广东省,深圳市,龙华区,113.9816352,22.68044096
金牌网咖,体育休闲服务,娱乐场所,网吧,大浪街道华繁路同胜综合小区66-2栋,广东省,深圳市,龙华区,113.9839406,22.68004918
棒棒堂网吧(宏佳二店),体育休闲服务,娱乐场所,网吧,大浪华兴路工商所,广东省,深圳市,龙华区,113.984971,22.68033303
地主网吧,体育休闲服务,娱乐场所,网吧,联恒商业街内,广东省,深圳市,龙华区,113.99102,22.67560186
游乐设施,体育休闲服务,休闲场所,游乐场,华荣路278号华信购物广场F2,广东省,深圳市,龙华区,113.9938957,22.67555013
新龙园网吧,体育休闲服务,娱乐场所,网吧,龙华新区大浪街道华旺路同胜村联恒商业城A栋二楼201,广东省,深圳市,龙华区,113.9912764,22.67461231
奇乐儿儿童主题公园,体育休闲服务,休闲场所,游乐场,华旺路与华荣路交叉口西北150米,广东省,深圳市,龙华区,113.9909091,22.67870548
华信儿童乐园,体育休闲服务,休闲场所,游乐场,华荣路278号华信购物广场F2层,广东省,深圳市,龙华区,113.9938897,22.67545417
神速网吧(华繁路),体育休闲服务,娱乐场所,网吧,大浪街道同胜社区东区54栋,广东省,深圳市,龙华区,113.9895518,22.67491547
碰碰车大世界,体育休闲服务,休闲场所,游乐场,华荣路西150米,广东省,深圳市,龙华区,113.9902607,22.67883042
情缘网吧(华悦路店),体育休闲服务,娱乐场所,网吧,华悦路与谭罗路交叉口西150米,广东省,深圳市,龙华区,113.9911977,22.67380473
大野狼网咖,体育休闲服务,娱乐场所,网吧,大浪街道谭罗华侨新村三区,广东省,深圳市,龙华区,113.9919138,22.67442741
奇乐儿儿童主题乐园,体育休闲服务,休闲场所,游乐场,大浪商业中心G栋1-2层,广东省,深圳市,龙华区,113.9908822,22.67871956
美佳台球麻将休闲室,体育休闲服务,娱乐场所,棋牌室,华旺路84号附近,广东省,深圳市,龙华区,113.9893862,22.67530088
鸿富锦网咖,体育休闲服务,娱乐场所,网吧,潭罗华侨新村三区40栋一楼,广东省,深圳市,龙华区,113.9925263,22.6737857
靓点网吧,体育休闲服务,娱乐场所,网吧,中保富裕新村47栋,广东省,深圳市,龙华区,113.9900566,22.67346827
红叶网咖,体育休闲服务,娱乐场所,网吧,华悦路346号,广东省,深圳市,龙华区,113.9903559,22.67299847
新时代网吧(华繁路),体育休闲服务,娱乐场所,网吧,华繁路11号,广东省,深圳市,龙华区,113.9891609,22.67343099
优客网咖(大浪店),体育休闲服务,娱乐场所,网吧,华旺路大浪商业中心G栋G300,广东省,深圳市,龙华区,113.9903904,22.67873305
网络出租屋DLD076,体育休闲服务,娱乐场所,网吧,华悦路346号附近,广东省,深圳市,龙华区,113.9904606,22.67335307
动漫城网吧,体育休闲服务,娱乐场所,网吧,大浪商业中心12室,广东省,深圳市,龙华区,113.9910967,22.67837899
群星网吧,体育休闲服务,娱乐场所,网吧,龙华新区华发路金城园南(三合华侨新村西),广东省,深圳市,龙华区,113.9905215,22.67313093
星光棋牌室,体育休闲服务,娱乐场所,棋牌室,华旺路69号附近,广东省,深圳市,龙华区,113.9895316,22.67800682
英雄汇动漫城(纷享城),体育休闲服务,娱乐场所,游戏厅,华旺路大浪商业中心H栋纷享城F3层H341-343,广东省,深圳市,龙华区,113.9890418,22.67881612
艾尔文网咖(龙福路店),体育休闲服务,娱乐场所,网吧,华悦路207,广东省,深圳市,龙华区,113.9941771,22.67401663
英雄汇网吧(华悦路),体育休闲服务,娱乐场所,网吧,金盈新村110栋1号,广东省,深圳市,龙华区,113.9954957,22.67434954
骑士网吧(潭罗路),体育休闲服务,娱乐场所,网吧,谭罗华侨新村A区217号(95栋),广东省,深圳市,龙华区,113.9932845,22.67185383
极速网吧,体育休闲服务,娱乐场所,网吧,华悦路金盈新村内,广东省,深圳市,龙华区,113.9959696,22.67398018
星龙网吧,体育休闲服务,娱乐场所,网吧,华悦路96-98号附近,广东省,深圳市,龙华区,113.9957171,22.67474878
金盈网吧,体育休闲服务,娱乐场所,网吧,华发路70号附近,广东省,深圳市,龙华区,113.9962188,22.67588299
鑫天龙网吧,体育休闲服务,娱乐场所,网吧,谭罗路东200米,广东省,深圳市,龙华区,113.9932307,22.67097019
时尚网吧(潭罗路),体育休闲服务,娱乐场所,网吧,谭罗路36号,广东省,深圳市,龙华区,113.993113,22.67086057
极速网吧(潭罗路),体育休闲服务,娱乐场所,网吧,谭罗路19号华繁路,广东省,深圳市,龙华区,113.9922722,22.67063018
大浪三剑侠网吧,体育休闲服务,娱乐场所,网吧,龙华新区大浪办事处同胜社区同富裕工业区33-34栋综合楼7-9号铺,广东省,深圳市,龙华区,113.9876752,22.68040288
淑涵网咖(赖屋山新村店),体育休闲服务,娱乐场所,网吧,大浪街道赖屋山新村107栋1楼商铺,广东省,深圳市,龙华区,113.9884289,22.67062483
绿海网吧,体育休闲服务,娱乐场所,网吧,龙华镇谭罗华侨新村一区51栋103,广东省,深圳市,龙华区,113.9933644,22.67072784
英雄网吧(华昌路),体育休闲服务,娱乐场所,网吧,华昌路176-2,广东省,深圳市,龙华区,113.9948669,22.68040506
超越网咖(华盛路),体育休闲服务,娱乐场所,网吧,大浪街道浪口社区九区52栋,广东省,深圳市,龙华区,113.9999571,22.67974675
棒棒儿童乐园,体育休闲服务,休闲场所,游乐场,华荣路2023合附近,广东省,深圳市,龙华区,113.9969971,22.67117569
星际网吧(英泰路),体育休闲服务,娱乐场所,网吧,龙华镇大浪英泰工业区A栋,广东省,深圳市,龙华区,114.0051941,22.67676464
水源天网吧(华联店),体育休闲服务,娱乐场所,网吧,墩背工业区阳光百货,广东省,深圳市,龙华区,114.0044352,22.67319573
荣城网络休闲会所,体育休闲服务,娱乐场所,网吧,大浪三区,广东省,深圳市,龙华区,114.0021655,22.67889726
啡凡网咖(华悦路),体育休闲服务,娱乐场所,网吧,大浪九区142栋,广东省,深圳市,龙华区,114.0016059,22.67951881
网络出租屋DLB071,体育休闲服务,娱乐场所,网吧,华发路37号附近,广东省,深圳市,龙华区,114.0024159,22.67880753
泡泡网吧(华昌路),体育休闲服务,娱乐场所,网吧,龙华镇华昌路73号(金盈新村公交站台后),广东省,深圳市,龙华区,113.9975564,22.67526907
金牌网吧(浪口九区店),体育休闲服务,娱乐场所,网吧,大浪街道浪口九区89东一楼,广东省,深圳市,龙华区,114.0006992,22.68020239
网络出租屋DLB082,体育休闲服务,娱乐场所,网吧,华发路42号附近,广东省,深圳市,龙华区,114.001192,22.6793241
五月天网咖,体育休闲服务,娱乐场所,网吧,华发路42号附近,广东省,深圳市,龙华区,114.0013007,22.67938476
中锋网吧,体育休闲服务,娱乐场所,网吧,通顺路北100米,广东省,深圳市,龙华区,114.0053858,22.67368377
星逸网吧,体育休闲服务,娱乐场所,网吧,华盛路浪口九区120栋,广东省,深圳市,龙华区,114.0006613,22.67994057
威途网咖,体育休闲服务,娱乐场所,网吧,大浪街道金盈新村73栋1楼,广东省,深圳市,龙华区,113.996554,22.67516714
龙翔网吧(通顺路),体育休闲服务,娱乐场所,网吧,龙华街道墩背工业区龙翔花园91栋,广东省,深圳市,龙华区,114.0058158,22.6731776
魅力网吧(华达路),体育休闲服务,娱乐场所,网吧,华荣路与华达路交叉口北200米,广东省,深圳市,龙华区,113.9975856,22.67126288
雄鹰网咖,体育休闲服务,娱乐场所,网吧,大浪街道石妹工业区33栋,广东省,深圳市,龙华区,113.9965961,22.67183476
网吧高速上网,体育休闲服务,娱乐场所,网吧,华荣路西200米,广东省,深圳市,龙华区,113.9979227,22.6715468
高翔网咖,体育休闲服务,娱乐场所,网吧,龙翔花园76栋,广东省,深圳市,龙华区,114.0061749,22.67277961
英雄汇网咖(浪口社区九区店),体育休闲服务,娱乐场所,网吧,大浪华悦路浪口社区32-33栋3层,广东省,深圳市,龙华区,114.0021236,22.6797102
QQ金牌网吧(河背二路),体育休闲服务,娱乐场所,网吧,大浪南路河背工业区26栋,广东省,深圳市,龙华区,114.0123735,22.67558466
国圣网络会所,体育休闲服务,娱乐场所,网吧,大浪南路332号附近,广东省,深圳市,龙华区,114.0101679,22.67485529
新速网咖,体育休闲服务,娱乐场所,网吧,大浪南路328号附近,广东省,深圳市,龙华区,114.0103844,22.6746437
超神网吧(龙华镇墩背市场管理处东北),体育休闲服务,娱乐场所,网吧,河背二路温泉水市旁,广东省,深圳市,龙华区,114.0120533,22.67580554
星辰网吧(河背店),体育休闲服务,娱乐场所,网吧,大浪南路东200米,广东省,深圳市,龙华区,114.0132895,22.67367043
江南网吧,体育休闲服务,娱乐场所,网吧,大浪南路390号附近,广东省,深圳市,龙华区,114.0091464,22.67518623
联盟网吧,体育休闲服务,娱乐场所,网吧,大浪南路220号附近,广东省,深圳市,龙华区,114.0125772,22.67356952
欢乐时空网络会所,体育休闲服务,娱乐场所,网吧,大浪街道宝龙新村宝辉大厦附近,广东省,深圳市,龙华区,114.0132852,22.67761754
趣尚网咖(宝龙新村店),体育休闲服务,娱乐场所,网吧,大浪街道宝龙新村190号一楼190-2,广东省,深圳市,龙华区,114.0135336,22.6781557
新盛网吧,体育休闲服务,娱乐场所,网吧,大浪南路303号,广东省,深圳市,龙华区,114.0083254,22.67466378
动力火车网吧,体育休闲服务,娱乐场所,网吧,宝龙新村伟业百货二楼,广东省,深圳市,龙华区,114.0132114,22.67758876
欢乐时光网络会所,体育休闲服务,娱乐场所,网吧,宝龙新村,广东省,深圳市,龙华区,114.013388,22.67759425
超越网,体育休闲服务,娱乐场所,网吧,大浪南路303号,广东省,深圳市,龙华区,114.0084202,22.67471149
星光网咖,体育休闲服务,娱乐场所,网吧,鲤鱼路7-2号附近,广东省,深圳市,龙华区,114.0084202,22.67471149
新纪元网吧,体育休闲服务,娱乐场所,网吧,大浪南路东100米,广东省,深圳市,龙华区,114.013069,22.67297623
新天地网咖(大浪南路),体育休闲服务,娱乐场所,网吧,大浪墩背2区27栋,广东省,深圳市,龙华区,114.008112,22.67483038
海之天网吧(三联河背小区东北),体育休闲服务,娱乐场所,网吧,龙华街道三联河背工业区109号,广东省,深圳市,龙华区,114.0137353,22.67461692
聚龙网吧(城市阳光花园东),体育休闲服务,娱乐场所,网吧,大浪南路东100米,广东省,深圳市,龙华区,114.0131,22.67300613
ANOE网咖,体育休闲服务,娱乐场所,网吧,龙华新区宝龙新村中区80号1楼,广东省,深圳市,龙华区,114.0129011,22.6787294
东升网咖,体育休闲服务,娱乐场所,网吧,宝龙新邨(龙澜大道北80米),广东省,深圳市,龙华区,114.0143317,22.67797543
欢乐时空网络会所(宝龙网吧),体育休闲服务,娱乐场所,网吧,宝辉大厦(龙澜大道北),广东省,深圳市,龙华区,114.0132214,22.67770671
VT电竞馆,体育休闲服务,娱乐场所,网吧,浪口一区31栋2楼,广东省,深圳市,龙华区,114.0070204,22.67814586
猪猪侠网吧(浪口一区店),体育休闲服务,娱乐场所,网吧,大浪街道浪口一区63栋,广东省,深圳市,龙华区,114.0072099,22.67874016
明扬网吧(大浪南路),体育休闲服务,娱乐场所,网吧,郎口社区浪口新村一区31栋,广东省,深圳市,龙华区,114.0070354,22.67810982
星辰网吧(雅美公寓北),体育休闲服务,娱乐场所,网吧,龙华新区大浪宝龙新村11A栋(小红百货对面),广东省,深圳市,龙华区,114.0143655,22.67962795
梦想家网吧(刘屋围路),体育休闲服务,娱乐场所,网吧,清泉路刘大校中医内科诊所旁,广东省,深圳市,龙华区,114.0142428,22.67988224
明扬网咖(宝龙店),体育休闲服务,娱乐场所,网吧,刘屋围路南200米,广东省,深圳市,龙华区,114.0136881,22.67986285
极速网吧(联围街),体育休闲服务,娱乐场所,网吧,三联一区5号楼,广东省,深圳市,龙华区,114.0145746,22.67086335
龙行网络会所(联围街),体育休闲服务,娱乐场所,网吧,龙华街道大浪南路三联区5巷3号,广东省,深圳市,龙华区,114.0143322,22.67072408
英雄部落网络会所(大浪南路),体育休闲服务,娱乐场所,网吧,老围新村1栋,广东省,深圳市,龙华区,114.0131549,22.67171826
焦点网咖,体育休闲服务,娱乐场所,网吧,宝龙新村东区291栋,广东省,深圳市,龙华区,114.0147067,22.679467
e时代网咖,体育休闲服务,娱乐场所,网吧,龙华街道办大浪南路144栋,广东省,深圳市,龙华区,114.0137974,22.67074462
随缘网络休闲会所(大浪南路),体育休闲服务,娱乐场所,网吧,大浪南路与英泰路交叉口北180米浪口1区东侧100米,广东省,深圳市,龙华区,114.0074214,22.6788475
友情缘网络会所,体育休闲服务,娱乐场所,网吧,大浪南路联围街三联二区七巷(英特邦货运代理),广东省,深圳市,龙华区,114.0146115,22.67086124
五八棋牌茶艺,体育休闲服务,娱乐场所,棋牌室,清泉路与玉翠一路交叉口南100米,广东省,深圳市,龙华区,114.0217547,22.6762769
卡卡网咖(建辉路),体育休闲服务,娱乐场所,网吧,建辉路28号2楼,广东省,深圳市,龙华区,114.0221231,22.67366648
发发网咖,体育休闲服务,娱乐场所,网吧,高坳新村二区115栋,广东省,深圳市,龙华区,114.0220013,22.67467559
31度网咖,体育休闲服务,娱乐场所,网吧,龙华新区龙华街道高坳新村88栋二楼,广东省,深圳市,龙华区,114.022602,22.67377615
龙鼎动漫城,体育休闲服务,娱乐场所,游戏厅,建辉路与武警医院旁支路交叉口西50米,广东省,深圳市,龙华区,114.021737,22.67315966
天天乐特权网吧,体育休闲服务,娱乐场所,网吧,怡家购物广场西南高坳新村,广东省,深圳市,龙华区,114.0222557,22.67393306
爱上网咖,体育休闲服务,娱乐场所,网吧,龙华新区龙华街玉翠新村C区83栋,广东省,深圳市,龙华区,114.0229491,22.67579075
宝龙网咖,体育休闲服务,娱乐场所,网吧,龙华街道建辉路高坳新村61,广东省,深圳市,龙华区,114.0215533,22.67397498
连锁网吧,体育休闲服务,娱乐场所,网吧,建辉路64,广东省,深圳市,龙华区,114.0211133,22.67311538
无极网吧(望城路),体育休闲服务,娱乐场所,网吧,望成路55号,广东省,深圳市,龙华区,114.0232893,22.67666962
星爵台球棋牌,体育休闲服务,娱乐场所,棋牌室,高坳新村建辉路123号,广东省,深圳市,龙华区,114.0211603,22.67240341
天天见网吧,体育休闲服务,娱乐场所,网吧,龙华新区清泉路高坳新村二区111栋对面,广东省,深圳市,龙华区,114.0222767,22.67399999
三剑客网吧,体育休闲服务,娱乐场所,网吧,龙华街道龙华汽车站高坳新村113栋,广东省,深圳市,龙华区,114.0225421,22.67411824
希希网吧,体育休闲服务,娱乐场所,网吧,建辉路与武警医院旁支路交叉口西150米众力楼附近,广东省,深圳市,龙华区,114.0204997,22.6738929
网络出租屋LCD025,体育休闲服务,娱乐场所,网吧,建辉路与武警医院旁支路交叉口西150米众力楼附近,广东省,深圳市,龙华区,114.0204997,22.6738929
易酷网吧,体育休闲服务,娱乐场所,网吧,建辉路7号附近,广东省,深圳市,龙华区,114.0218197,22.67367231
高速上网,体育休闲服务,娱乐场所,网吧,建辉路与武警医院旁支路交叉口西北100米,广东省,深圳市,龙华区,114.0217,22.67361765
祥源网咖,体育休闲服务,娱乐场所,网吧,龙华汽车站高坳站台,广东省,深圳市,龙华区,114.022173,22.67262058
智通网吧(建辉路),体育休闲服务,娱乐场所,网吧,龙华街道龙华新区高坳新村8栋,广东省,深圳市,龙华区,114.0216002,22.67336199
阿玛尼网咖(高坳店),体育休闲服务,娱乐场所,网吧,龙华街道华联社区高坳新村B区111栋1楼,广东省,深圳市,龙华区,114.0218467,22.67353127
风云战线网吧(五分店),体育休闲服务,娱乐场所,网吧,龙华街道华联社区高坳新村二区120号二楼,广东省,深圳市,龙华区,114.0209418,22.67225205
百柠网吧,体育休闲服务,娱乐场所,网吧,龙华新区玉翠新村B区6栋泰松大厦2层,广东省,深圳市,龙华区,114.0243041,22.67679285
宝田贝网吧(建辉路),体育休闲服务,娱乐场所,网吧,建辉路64号,广东省,深圳市,龙华区,114.0213658,22.67287474
米苏网咖,体育休闲服务,娱乐场所,网吧,龙华新区玉翠新村B区7栋文泰大厦二楼,广东省,深圳市,龙华区,114.0236495,22.6772815
小贵子休闲网咖,体育休闲服务,娱乐场所,网吧,龙华新区龙华街道望成路玉翠新村B区7号文德大厦二楼,广东省,深圳市,龙华区,114.0238321,22.67697408
蓝月亮网吧,体育休闲服务,娱乐场所,网吧,玉翠新村B区90栋,广东省,深圳市,龙华区,114.0248699,22.67587055
超神网吧(建辉路),体育休闲服务,娱乐场所,网吧,建辉路72号附近,广东省,深圳市,龙华区,114.0206684,22.67258473
e网情深(祥益路),体育休闲服务,娱乐场所,网吧,望城路42号附近,广东省,深圳市,龙华区,114.0250884,22.67624188
网络出租屋LCE056,体育休闲服务,娱乐场所,网吧,大浪南路34号附近,广东省,深圳市,龙华区,114.0222,22.6726565
彬彬网吧(祥益路),体育休闲服务,娱乐场所,网吧,望城路26号附近,广东省,深圳市,龙华区,114.0252461,22.67634143
天空网络会所,体育休闲服务,娱乐场所,网吧,玉翠新村b区49栋2楼,广东省,深圳市,龙华区,114.0245166,22.67764009
平安达腾飞快递运网络,体育休闲服务,娱乐场所,网吧,建辉路与武警医院旁支路交叉口西150米众力楼附近,广东省,深圳市,龙华区,114.01991,22.67395153
地球人网吧,体育休闲服务,娱乐场所,网吧,高傲新村136栋楼11楼或者,广东省,深圳市,龙华区,114.0209118,22.67234111
棒棒堂网络会所(祥益路),体育休闲服务,娱乐场所,网吧,龙华新区龙华汽车站玉翠新村b区87栋,广东省,深圳市,龙华区,114.0253279,22.67650318
一起来网吧(高坳超前店),体育休闲服务,娱乐场所,网吧,建晖路龙华街道高坳新村136栋1楼,广东省,深圳市,龙华区,114.0212052,22.67237929
PF网咖,体育休闲服务,娱乐场所,网吧,龙华街道高坳新村1栋一楼,广东省,深圳市,龙华区,114.0213379,22.67180606
飞腾网吧,体育休闲服务,娱乐场所,网吧,望成路26号附近,广东省,深圳市,龙华区,114.0253589,22.6756233
网络战线,体育休闲服务,娱乐场所,网吧,玉翠新村a区103栋,广东省,深圳市,龙华区,114.0254885,22.67747753
车站网吧(望城路),体育休闲服务,娱乐场所,网吧,望成路15号附近,广东省,深圳市,龙华区,114.025827,22.67390745
梦之乡网吧,体育休闲服务,娱乐场所,网吧,玉翠一路与祥益路交叉口东南200米,广东省,深圳市,龙华区,114.025738,22.67723792
网娱网咖(祥益路店),体育休闲服务,娱乐场所,网吧,龙华新区龙华汽车站玉翠新村b区204栋1202,广东省,深圳市,龙华区,114.0262291,22.67519809
壹周网咖,体育休闲服务,娱乐场所,网吧,龙华街道玉翠新村A区125栋,广东省,深圳市,龙华区,114.0258597,22.6772356
酷龙网吧,体育休闲服务,娱乐场所,网吧,龙华新区望成路玉翠新村A区136栋,广东省,深圳市,龙华区,114.026189,22.67709776
鹰旗动漫儿童乐园,体育休闲服务,休闲场所,游乐场,宝湖新村万盛生活超市,广东省,深圳市,龙华区,114.0316671,22.67406737
宝龙网吧(清华东路),体育休闲服务,娱乐场所,网吧,龙华新区龙华街道清湖社区祥利路134号,广东省,深圳市,龙华区,114.0317598,22.67509491
四方网吧(清华东路),体育休闲服务,娱乐场所,网吧,清湖宝湖新村C栋祥利路146号,广东省,深圳市,龙华区,114.0319584,22.67552731
酷网咖网吧,体育休闲服务,娱乐场所,网吧,清湖宝湖新村C栋祥利路146号,广东省,深圳市,龙华区,114.0317478,22.67532788
宝湖棋排,体育休闲服务,娱乐场所,棋牌室,祥利路96号,广东省,深圳市,龙华区,114.0313467,22.67410316
宝湖棋艺,体育休闲服务,娱乐场所,棋牌室,清华东路清湖路交叉口,广东省,深圳市,龙华区,114.0312619,22.6739944
益良网吧,体育休闲服务,娱乐场所,网吧,清湖路72附近,广东省,深圳市,龙华区,114.0299714,22.67414962
爽歪歪网吧,体育休闲服务,娱乐场所,网吧,宝湖新村祥利路180号,广东省,深圳市,龙华区,114.0324713,22.67678475
网络出租屋LCC043,体育休闲服务,娱乐场所,网吧,清华东路183号附近,广东省,深圳市,龙华区,114.0323007,22.67678318
网络出租屋LCD128,体育休闲服务,娱乐场所,网吧,清湖路123号附近,广东省,深圳市,龙华区,114.0301122,22.6740203
飞越网吧(建辉路),体育休闲服务,娱乐场所,网吧,龙华新区玉翠a区三百六十八栋,广东省,深圳市,龙华区,114.0285543,22.67496107
天龙网络会所,体育休闲服务,娱乐场所,网吧,清湖路与龙观东路交叉口南150米,广东省,深圳市,龙华区,114.0298168,22.67387608
辰龙网络,体育休闲服务,娱乐场所,网吧,龙华街道办富联二区43栋,广东省,深圳市,龙华区,114.0293956,22.67397113
中原网域,体育休闲服务,娱乐场所,网吧,富联二区43-2,广东省,深圳市,龙华区,114.0293507,22.67396325
网络出租屋LCD059,体育休闲服务,娱乐场所,网吧,龙观大道141号附近,广东省,深圳市,龙华区,114.0298996,22.67366092
速升网咖,体育休闲服务,娱乐场所,网吧,龙华街道富联新村2区富联二区103栋,广东省,深圳市,龙华区,114.0302849,22.67306307
辉煌网咖(清华东路),体育休闲服务,娱乐场所,网吧,龙华街道清湖祥利路宝湖新村C栋156号,广东省,深圳市,龙华区,114.0299356,22.67255308
网络出租屋LCD066,体育休闲服务,娱乐场所,网吧,清湖路与祥利路交叉口西南150米,广东省,深圳市,龙华区,114.0299206,22.67287304
网络出租屋LCE027,体育休闲服务,娱乐场所,网吧,清湖路与祥利路交叉口西南150米,广东省,深圳市,龙华区,114.030221,22.67273331
星星网吧(富联公寓西),体育休闲服务,娱乐场所,网吧,富联二区148-1,广东省,深圳市,龙华区,114.0301432,22.67245257
阳江联盟网吧,体育休闲服务,娱乐场所,网吧,富联新村195栋,广东省,深圳市,龙华区,114.0295903,22.67187011
斗鱼网咖,体育休闲服务,娱乐场所,网吧,富联二区130栋,广东省,深圳市,龙华区,114.0294895,22.67266519
168网吧,体育休闲服务,娱乐场所,网吧,清湖路西150米,广东省,深圳市,龙华区,114.0303488,22.67212512
蛟龙网咖,体育休闲服务,娱乐场所,网吧,龙华街道办富联二区147,广东省,深圳市,龙华区,114.0298857,22.67238524
五星网络会所(清龙路),体育休闲服务,娱乐场所,网吧,三联路与清龙路交叉口北150米,广东省,深圳市,龙华区,114.0298039,22.67146066
网络出租屋LCD028,体育休闲服务,娱乐场所,网吧,清湖路26号附近,广东省,深圳市,龙华区,114.0301073,22.67209674
